Airline Name,Flight Type,Review Category,Review Text,Sentiment,Rating,Date of Travel,Source,Destination,Sentiment Score,Fake Review
GoAir,Domestic,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,12/16/2024,Chennai,Paris,0.66,0
Air India,International,Seat Comfort,"A terrifying experience! There was severe turbulence throughout the flight, and the pilot didn't provide any reassurance. Passengers were visibly panicked, and the crew did little to comfort us. I have never been this scared on a flight before.",Emergency,1,5/20/2024,Kolkata,Paris,0.01,0
IndiGo,International,Overall Experience,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,3,4/25/2024,Delhi,London,0.11,0
Vistara,International,Legroom,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,5/19/2024,Delhi,Sydney,0.89,0
AirAsia India,Domestic,Punctuality,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,2,6/5/2024,Pune,Singapore,0.11,0
IndiGo,International,Overall Experience,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,7/31/2024,Ahmedabad,London,0.69,0
Air India,International,Overall Experience,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,5/24/2024,Kolkata,Dubai,0.98,0
Air India,Domestic,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,7/1/2024,Mumbai,Singapore,0.79,0
AirAsia India,International,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,2/7/2025,Bangalore,Toronto,0.83,0
Vistara,International,Legroom,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,12/20/2024,Bangalore,Sydney,0.63,0
Vistara,International,Overall Experience,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,7/16/2024,Mumbai,Toronto,0.63,0
AirAsia India,Domestic,Legroom,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,11/22/2024,Mumbai,Toronto,0.65,0
Vistara,International,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,3/20/2024,Bangalore,Sydney,0.71,0
IndiGo,International,Cabin Crew Service,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,12/6/2024,Delhi,Sydney,0.75,0
GoAir,International,Food,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,3/28/2024,Mumbai,Paris,0.75,1
SpiceJet,Domestic,Seat Comfort,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,4/17/2024,Chennai,Singapore,0.97,0
Air India,Domestic,Legroom,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,4/17/2024,Chennai,London,0.69,0
Vistara,Domestic,Cabin Crew Service,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,4/15/2024,Mumbai,Dubai,0.72,0
Air India,Domestic,Seat Comfort,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,4/23/2024,Kolkata,Sydney,0.94,1
GoAir,International,Overall Experience,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,2,12/20/2024,Delhi,Paris,0.25,0
GoAir,International,Food,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,10/16/2024,Kolkata,Toronto,0.96,1
AirAsia India,International,Overall Experience,"During the flight, a medical emergency occurred. A passenger fainted, and the crew had to provide assistance. While they handled the situation well, it delayed our journey, and we had to make an emergency landing. The experience was quite stressful.",Emergency,1,8/11/2024,Hyderabad,New York,0.18,0
